Loan_ID,Customer_ID,Branch_ID,Loan_Type,Application_Date.1,Loan_Amount,Interest_Rate,Tenure_Months,Approval_Status,Loan_Status,Estimated_Interest
L002586,C00471,BR005,Business,22-08-2024,705278.01,11.06,12,Approved,Active,78003.75
L002587,C01694,BR005,Business,01-08-2025,1247083.26,12.57,84,Approved,Active,1097308.56
L002588,C01307,BR001,Auto,25-01-2023,841871.34,12.35,36,Approved,Active,311913.33
L002589,C01377,BR006,Personal,12-10-2024,883031,9.01,24,Approved,Active,159122.19
L002590,C00748,BR005,Home,25-07-2025,905432.68,13.8,24,Approved,Active,249899.42
L002591,C01295,BR002,Auto,29-12-2023,262709.74,9.04,24,Approved,Active,47497.92
L002592,C01124,BR010,Business,18-12-2025,2090334.66,12.55,84,Rejected,Rejected,1836359
L002593,C00594,BR010,Personal,26-12-2023,131263.82,8.79,240,Approved,Closed,230761.8
L002594,C00842,BR004,Business,13-07-2023,1366748.88,12.03,24,Approved,Closed,328839.78
L002595,C01903,BR002,Personal,07-08-2025,514054.5,8.82,60,Approved,Active,226698.03
L002596,C01118,BR005,Home,28-11-2023,1412611.54,13.1,12,Approved,Active,185052.11
L002597,C00789,BR001,Home,15-04-2025,2953196.26,7.98,12,Approved,Defaulted,235665.06
L002598,C01259,BR006,Home,14-09-2024,968549.49,14.3,120,Pending,Under Review,1385025.77
L002599,C00196,BR014,Home,10-04-2025,625066.8,10.5,36,Pending,Under Review,196896.04
L002600,C02399,BR004,Education,27-11-2023,96343.62,8.22,120,Pending,Under Review,79194.46
L002601,C01954,BR006,Personal,08-02-2025,165070.43,9.47,180,Approved,Active,234482.55
L002602,C01221,BR001,Auto,31-01-2023,1134806.58,11.66,180,Pending,Under Review,1984776.71
L002603,C01167,BR009,Home,21-08-2023,1876679.46,12.53,60,Pending,Under Review,1175739.68
L002604,C00477,BR007,Auto,19-02-2024,977065.59,12.58,120,Approved,Closed,1229148.51
L002605,C00854,BR006,Home,25-08-2023,1646258.02,8.17,120,Rejected,Rejected,1344992.8
L002606,C02887,BR008,Business,19-12-2024,674114.19,8.83,120,Rejected,Rejected,595242.83
L002607,C01258,BR005,Home,17-08-2024,670095.09,13.23,24,Approved,Active,177307.16
L002608,C02147,BR007,Personal,14-11-2025,585860.09,9.84,12,Rejected,Rejected,57648.63
L002609,C00853,BR013,Personal,25-12-2023,439538.7,11.9,12,Rejected,Rejected,52305.11
L002610,C01398,BR009,Education,19-05-2025,202914.55,7.38,24,Approved,Defaulted,29950.19
L002611,C00022,BR012,Personal,17-09-2024,586980.96,14.35,60,Approved,Active,421158.84
L002612,C02692,BR012,Auto,17-07-2023,624294,14.6,60,Approved,Active,455734.62
L002613,C02803,BR010,Education,26-07-2023,84123.32,13.92,120,Approved,Active,117099.66
L002614,C00539,BR005,Home,12-12-2023,2884645.16,13.62,180,Approved,Closed,5893330.06
L002615,C01796,BR007,Business,22-01-2024,2455293.24,14.19,84,Approved,Closed,2438842.78
L002616,C01291,BR002,Auto,27-04-2024,659047.22,13.23,48,Approved,Active,348767.79
L002617,C00394,BR003,Business,30-04-2024,1022700.33,11.35,180,Approved,Active,1741147.31
L002618,C02636,BR001,Education,01-06-2025,51616.3,9.93,60,Approved,Active,25627.49
L002619,C01054,BR008,Business,18-11-2024,358489.45,13.89,48,Approved,Active,199176.74
L002620,C02067,BR006,Business,17-10-2023,1609284.64,10.62,24,Approved,Closed,341812.06
L002621,C01658,BR010,Personal,20-10-2024,697001.74,11.69,84,Approved,Closed,570356.52
L002622,C00124,BR005,Personal,30-10-2024,518362.64,11.87,36,Approved,Active,184588.94
L002623,C00093,BR012,Personal,06-05-2024,626139.63,14.6,180,Approved,Active,1371245.79
L002624,C01641,BR003,Home,15-02-2024,2753099.16,13.35,24,Approved,Active,735077.48
L002625,C01734,BR004,Education,19-10-2025,434995.79,12.54,84,Approved,Active,381839.3
L002626,C00052,BR003,Home,01-12-2023,2748445.4,9.57,120,Approved,Active,2630262.25
L002627,C01591,BR006,Personal,10-02-2025,160412.48,11.93,24,Approved,Active,38274.42
L002628,C00028,BR001,Personal,23-11-2023,270145.23,12.01,120,Approved,Active,324444.42
L002629,C01682,BR007,Education,14-12-2025,387158.97,13.9,240,Approved,Active,1076301.94
L002630,C02911,BR013,Home,15-04-2023,2481896.65,12.14,12,Approved,Active,301302.25
L002631,C00188,BR009,Personal,13-02-2024,302897.07,13.51,240,Approved,Active,818427.88
L002632,C02760,BR008,Auto,01-12-2023,158547.16,14.08,48,Approved,Active,89293.76
L002633,C00721,BR003,Personal,16-11-2024,643937.33,13.4,240,Approved,Active,1725752.04
L002634,C01533,BR010,Business,14-12-2023,1290407.51,9.06,180,Approved,Defaulted,1753663.81
L002635,C02426,BR008,Auto,30-07-2024,670137.64,8.3,180,Approved,Active,834321.36
L002636,C01537,BR012,Personal,08-01-2024,746996.61,13.4,60,Rejected,Rejected,500487.73
L002637,C02511,BR001,Personal,29-08-2025,200803.97,8.42,180,Approved,Active,253615.41
L002638,C02479,BR009,Auto,20-04-2023,772863.31,8.16,24,Approved,Active,126131.29
L002639,C01173,BR002,Home,05-09-2024,1609933.39,14.18,36,Approved,Active,684865.66
L002640,C00737,BR006,Personal,06-08-2024,896983.22,7.52,36,Rejected,Rejected,202359.41
L002641,C02776,BR009,Personal,23-08-2025,525935.81,14.25,240,Pending,Under Review,1498917.06
L002642,C02792,BR003,Business,15-07-2025,2245716,8.8,24,Approved,Defaulted,395246.02
L002643,C01539,BR008,Home,12-12-2025,2500758.77,10.92,48,Approved,Active,1092331.43
L002644,C02512,BR015,Personal,05-12-2024,375704.51,11.61,180,Rejected,Rejected,654289.4
L002645,C00858,BR006,Business,19-12-2024,557125.2,13.18,60,Approved,Active,367145.51
L002646,C02363,BR010,Home,11-10-2025,501373.26,7.57,60,Rejected,Rejected,189769.78
L002647,C02377,BR008,Education,19-02-2024,277867.62,9.83,12,Approved,Active,27314.39
L002648,C02290,BR006,Personal,24-08-2023,360933.92,11.01,24,Pending,Under Review,79477.65
L002649,C00696,BR009,Auto,30-11-2024,771540.96,11.68,120,Approved,Active,901159.84
L002650,C00425,BR008,Business,03-06-2025,1512817.49,13.97,120,Approved,Closed,2113406.03
L002651,C00006,BR003,Home,12-08-2023,993613.53,13.31,48,Approved,Active,528999.84
L002652,C00943,BR007,Auto,27-02-2023,259888.56,9.07,12,Rejected,Rejected,23571.89
L002653,C00779,BR005,Business,15-05-2023,1301007.95,10.91,120,Approved,Active,1419399.67
L002654,C00906,BR008,Education,20-12-2025,363362.27,8.32,36,Approved,Closed,90695.22
L002655,C01234,BR010,Personal,09-05-2023,840569.72,11.14,48,Approved,Closed,374557.87
L002656,C00211,BR008,Auto,29-12-2023,764072.12,12.25,24,Approved,Closed,187197.67
L002657,C01704,BR005,Business,25-04-2025,331656.42,13.31,84,Approved,Active,309004.29
L002658,C00583,BR011,Business,16-05-2024,2316294.82,8.38,12,Approved,Active,194105.51
L002659,C01382,BR001,Auto,12-05-2024,924742.85,11.4,36,Approved,Active,316262.05
L002660,C02301,BR004,Personal,14-05-2023,895293.85,12.96,48,Approved,Active,464120.33
L002661,C02495,BR005,Personal,13-04-2025,403865.58,9.31,84,Rejected,Rejected,263199.2
L002662,C02191,BR007,Personal,30-07-2023,329966.97,8.47,240,Approved,Active,558964.05
L002663,C01997,BR006,Education,04-12-2023,383886.72,10.04,120,Approved,Active,385422.27
L002664,C02138,BR006,Home,31-01-2024,2918851.37,8.93,12,Approved,Active,260653.43
L002665,C01548,BR006,Auto,13-12-2024,475666.64,9.32,120,Approved,Active,443321.31
L002666,C01154,BR006,Home,22-08-2024,1031855.7,10.86,48,Approved,Active,448238.12
L002667,C01936,BR012,Personal,10-09-2023,467318.42,14.31,84,Approved,Active,468112.86
L002668,C01080,BR011,Personal,09-11-2025,666274.3,8.64,12,Approved,Closed,57566.1
L002669,C00022,BR012,Auto,03-06-2025,408861.51,11.2,48,Pending,Under Review,183169.96
L002670,C02506,BR012,Auto,25-09-2023,693703.39,13.21,48,Approved,Active,366552.87
L002671,C01393,BR011,Business,06-12-2023,2078052.53,12.16,180,Approved,Active,3790367.81
L002672,C01246,BR007,Business,26-06-2025,1779245.72,13.03,48,Approved,Defaulted,927342.87
L002673,C00221,BR007,Personal,22-09-2023,878724.3,7.64,240,Approved,Active,1342690.73
L002674,C01806,BR014,Home,03-12-2023,1569530.2,13.75,84,Approved,Closed,1510672.82
L002675,C01024,BR001,Home,26-07-2023,1356196.24,7.39,12,Approved,Active,100222.9
L002676,C02290,BR006,Business,13-11-2025,1102383.49,8.3,36,Rejected,Rejected,274493.49
L002677,C02262,BR001,Education,09-03-2024,235811.45,13.37,120,Approved,Active,315279.91
L002678,C00186,BR001,Home,25-04-2025,2457495.77,14.14,84,Approved,Closed,2432429.31
L002679,C01475,BR008,Business,10-09-2023,2150934.1,7.85,180,Pending,Under Review,2532724.9
L002680,C02910,BR008,Home,16-09-2023,1944321.33,10.33,84,Approved,Closed,1405938.75
L002681,C00051,BR005,Auto,13-08-2024,388491.8,12.81,180,Pending,Under Review,746486.99
L002682,C00173,BR004,Personal,25-02-2024,891506.17,10.08,48,Approved,Active,359455.29
L002683,C02258,BR006,Personal,31-05-2025,92285.95,14.7,24,Pending,Under Review,27132.07
L002684,C02359,BR005,Auto,10-11-2024,863413.79,8.55,60,Approved,Closed,369109.4
L002685,C00877,BR007,Auto,20-07-2025,1069333.24,10.48,84,Approved,Active,784462.86
L002686,C01271,BR005,Education,01-01-2025,143612.13,13.11,120,Approved,Active,188275.5
L002687,C00344,BR011,Auto,02-03-2024,314576.01,14.02,240,Approved,Active,882071.13
L002688,C00466,BR008,Personal,30-03-2025,731425.52,10.64,48,Approved,Active,311294.7
L002689,C01247,BR007,Auto,20-10-2025,695981.87,13.83,48,Approved,Closed,385017.17
L002690,C02338,BR012,Business,23-02-2023,456821.41,13.61,36,Pending,Under Review,186520.18
L002691,C02301,BR004,Personal,02-04-2025,828080.47,11.02,24,Approved,Active,182508.94
L002692,C01220,BR005,Personal,31-01-2023,249894.76,8.17,120,Approved,Closed,204164.02
L002693,C02979,BR008,Home,02-01-2024,2895463.5,14.6,120,Approved,Closed,4227376.71
L002694,C00236,BR001,Auto,26-09-2024,1004286.64,11.99,24,Approved,Active,240827.94
L002695,C00058,BR009,Education,04-08-2025,427292.01,14.3,84,Approved,Active,427719.3
L002696,C00727,BR012,Home,05-02-2025,1214281.18,11.98,12,Approved,Closed,145470.89
L002697,C01031,BR004,Business,22-05-2023,307760.62,13.45,48,Approved,Active,165575.21
L002698,C01457,BR007,Education,28-05-2025,336665.36,12.57,48,Approved,Active,169275.34
L002699,C02249,BR008,Auto,23-08-2024,108384.51,10.53,48,Rejected,Rejected,45651.56
L002700,C00574,BR009,Business,18-09-2024,493128.93,10.83,240,Approved,Closed,1068117.26
L002701,C02565,BR001,Personal,27-06-2024,612428.58,12.63,84,Approved,Closed,541448.11
L002702,C02288,BR015,Auto,31-12-2023,1188283.19,9.31,12,Approved,Active,110629.16
L002703,C00153,BR002,Auto,05-05-2025,652083.15,11.17,240,Rejected,Rejected,1456753.76
L002704,C01769,BR005,Home,11-04-2025,2943952.13,10.58,84,Rejected,Rejected,2180290.95
L002705,C00006,BR003,Home,18-03-2023,2340906.63,8.36,180,Pending,Under Review,2935496.91
L002706,C02641,BR005,Personal,14-05-2023,179171.8,10.59,24,Approved,Active,37948.59
L002707,C00549,BR012,Personal,19-05-2024,405783.96,8.35,60,Rejected,Rejected,169414.8
L002708,C00736,BR002,Home,23-07-2025,2489297.47,8.39,60,Approved,Active,1044260.29
L002709,C02727,BR003,Personal,22-11-2024,202034.44,13.77,180,Rejected,Rejected,417302.14
L002710,C01607,BR006,Home,04-07-2024,1239807.7,9.29,84,Approved,Closed,806246.95
L002711,C01423,BR008,Personal,31-03-2024,56542.31,10.75,48,Approved,Active,24313.19
L002712,C00160,BR007,Personal,13-07-2025,851470.8,7.4,240,Approved,Defaulted,1260176.78
L002713,C00284,BR006,Home,30-11-2025,2294497.82,14.36,84,Approved,Active,2306429.21
L002714,C00694,BR008,Education,13-02-2025,317081.76,13.03,12,Approved,Closed,41315.75
L002715,C01849,BR006,Personal,17-09-2025,807411.11,13.73,48,Approved,Defaulted,443430.18
L002716,C01452,BR007,Education,31-01-2023,213137.17,13.53,180,Approved,Active,432561.89
L002717,C02578,BR006,Personal,07-06-2025,290143.72,11.05,180,Rejected,Rejected,480913.22
L002718,C00509,BR009,Personal,21-04-2025,791926.62,10.4,48,Approved,Closed,329441.47
L002719,C02737,BR007,Education,02-03-2024,286880.93,12.57,180,Approved,Defaulted,540913.99
L002720,C02132,BR008,Business,24-07-2024,549010.13,12.46,24,Approved,Active,136813.32
L002721,C00965,BR003,Personal,23-02-2024,470347.7,11.41,48,Approved,Active,214666.69
L002722,C00859,BR008,Education,17-02-2023,443981.55,12.47,24,Approved,Closed,110729
L002723,C01784,BR003,Auto,05-04-2025,875373.17,10.77,36,Pending,Under Review,282833.07
L002724,C00704,BR005,Home,03-02-2023,1453286.73,11.13,60,Approved,Defaulted,808754.07
L002725,C00559,BR007,Personal,31-01-2025,277705.83,11.23,24,Approved,Closed,62372.73
L002726,C02792,BR003,Home,29-06-2023,2365759.17,13.76,120,Pending,Under Review,3255284.62
L002727,C01231,BR008,Business,20-08-2024,1963974.6,14.55,180,Rejected,Rejected,4286374.56
L002728,C00234,BR011,Business,20-10-2023,1291949.81,9.96,84,Approved,Active,900747.41
L002729,C00163,BR009,Education,18-12-2025,120415.55,11.4,36,Approved,Closed,41182.12
L002730,C01311,BR015,Personal,20-04-2023,633480.51,13.83,240,Approved,Active,1752207.09
L002731,C01262,BR014,Auto,25-08-2025,182770.03,10.78,180,Approved,Closed,295539.14
L002732,C00805,BR005,Personal,28-09-2025,383561.63,7.79,24,Approved,Active,59758.9
L002733,C01938,BR008,Business,25-11-2024,1751904.49,13.65,12,Approved,Closed,239134.96
L002734,C02869,BR015,Home,21-08-2023,2113345.09,8.23,24,Rejected,Rejected,347856.6
L002735,C01900,BR007,Auto,22-06-2025,285778.46,10.99,24,Pending,Under Review,62814.11
L002736,C02746,BR012,Home,12-11-2024,2474848.47,10.74,48,Approved,Active,1063194.9
L002737,C02944,BR005,Auto,18-06-2024,586855.84,8.27,48,Approved,Active,194131.91
L002738,C02533,BR009,Home,25-01-2023,2074306.5,10.35,180,Approved,Active,3220360.84
L002739,C01616,BR005,Personal,14-12-2024,820377.43,11.1,84,Approved,Active,637433.26
L002740,C02160,BR012,Personal,16-12-2024,450332.21,12.2,84,Approved,Active,384583.71
L002741,C00578,BR007,Personal,22-08-2023,824219.93,11.24,120,Approved,Active,926423.2
L002742,C00018,BR006,Home,25-02-2023,1325768.2,12.99,60,Pending,Under Review,861086.45
L002743,C01522,BR006,Auto,14-07-2024,894851.18,7.3,12,Approved,Active,65324.14
L002744,C00934,BR011,Home,25-08-2023,2354507.6,14.39,180,Approved,Active,5082204.65
L002745,C02399,BR004,Business,21-02-2024,2246616.2,13.06,240,Rejected,Rejected,5868161.51
L002746,C01255,BR003,Education,01-07-2023,496864.78,8.33,24,Rejected,Rejected,82777.67
L002747,C00239,BR012,Auto,18-07-2024,108484.31,12.01,120,Approved,Active,130289.66
L002748,C01201,BR009,Home,18-06-2025,2870278.61,14.16,84,Approved,Active,2845020.16
L002749,C02638,BR012,Home,11-03-2023,1283069.39,9.69,36,Approved,Active,372988.27
L002750,C00229,BR012,Personal,18-03-2024,542351.74,8.88,36,Approved,Active,144482.5
L002751,C01251,BR008,Home,25-01-2025,1023048.84,11.43,60,Approved,Active,584672.41
L002752,C01210,BR003,Business,10-06-2024,2015380.44,7.44,60,Approved,Active,749721.52
L002753,C00052,BR003,Personal,29-05-2025,521255.06,7.34,180,Rejected,Rejected,573901.82
L002754,C01032,BR005,Auto,24-05-2025,1061503.07,7.58,24,Approved,Active,160923.87
L002755,C00193,BR010,Auto,23-08-2024,559827.67,12.77,24,Approved,Active,142979.99
L002756,C00309,BR003,Personal,11-05-2023,376306.17,9.21,120,Approved,Active,346577.98
L002757,C01630,BR005,Personal,13-12-2024,401170.92,13.85,12,Approved,Active,55562.17
L002758,C02602,BR008,Personal,09-04-2024,357283.45,12.14,84,Approved,Active,303619.48
L002759,C00048,BR001,Auto,12-04-2025,630324.19,12.74,24,Approved,Active,160606.6
L002760,C02238,BR009,Personal,26-02-2023,63027.22,12.04,36,Approved,Closed,22765.43
L002761,C01627,BR011,Auto,23-02-2025,1081811.01,11.48,180,Approved,Active,1862878.56
L002762,C01093,BR003,Personal,26-08-2025,169544.66,10.17,120,Pending,Under Review,172426.92
L002763,C01856,BR008,Personal,03-09-2025,131906.53,12.47,240,Approved,Active,328974.89
L002764,C02763,BR009,Auto,03-06-2024,227976.82,12.32,24,Approved,Active,56173.49
L002765,C02740,BR001,Home,03-11-2025,2489279.3,8.05,240,Approved,Active,4007739.67
L002766,C01110,BR001,Home,08-11-2025,2644705.09,7.85,60,Approved,Active,1038046.75
L002767,C01669,BR013,Education,16-04-2023,164778.46,11.4,36,Pending,Under Review,56354.23
L002768,C00261,BR005,Personal,15-03-2025,580566.15,7.41,48,Rejected,Rejected,172079.81
L002769,C02946,BR008,Business,05-06-2023,1982328.88,12.73,84,Approved,Active,1766453.26
L002770,C02264,BR013,Auto,12-02-2024,212105.32,9.85,240,Rejected,Rejected,417847.48
L002771,C01661,BR005,Personal,04-04-2024,820943.4,7.65,24,Rejected,Rejected,125604.34
L002772,C00040,BR008,Home,05-02-2025,2957395,14.48,60,Approved,Active,2141153.98
L002773,C02468,BR015,Personal,05-05-2023,184120.66,9.9,60,Approved,Closed,91139.73
L002774,C02035,BR007,Personal,14-03-2023,426862.22,14.33,180,Approved,Active,917540.34
L002775,C02430,BR009,Business,15-07-2025,2381303.57,12.29,24,Approved,Active,585324.42
L002776,C02294,BR001,Home,27-04-2024,2673945.43,7.91,12,Approved,Active,211509.08
L002777,C00330,BR008,Home,18-08-2024,2725947.28,9.59,36,Rejected,Rejected,784255.03
L002778,C00746,BR002,Home,02-03-2024,2106614.33,10.93,84,Approved,Active,1611770.62
L002779,C02566,BR006,Personal,24-11-2024,181947.6,8.4,24,Rejected,Rejected,30567.2
L002780,C01086,BR015,Business,15-08-2023,1774269.51,12.36,120,Rejected,Rejected,2192997.11
L002781,C02404,BR001,Home,09-04-2024,2226644.2,13.32,84,Approved,Active,2076123.05
L002782,C01159,BR001,Personal,23-01-2025,238515.04,12.93,84,Approved,Active,215879.96
L002783,C00185,BR009,Auto,23-12-2024,518525.54,11.53,240,Approved,Active,1195719.9
L002784,C00766,BR011,Auto,24-07-2023,135178.59,8.74,180,Approved,Active,177219.13
L002785,C00480,BR014,Personal,13-12-2025,99819.73,14.18,120,Approved,Closed,141544.38
L002786,C01799,BR007,Business,20-07-2023,420569.88,11.17,240,Approved,Closed,939553.11
L002787,C01398,BR009,Auto,24-06-2024,599592.26,7.41,180,Approved,Active,666446.8
L002788,C02935,BR002,Home,31-01-2025,2266221.65,12.08,120,Approved,Closed,2737595.75
L002789,C02197,BR005,Home,26-05-2023,651390.22,9.88,180,Rejected,Rejected,965360.31
L002790,C02633,BR014,Auto,25-12-2025,210896.35,11.12,60,Pending,Under Review,117258.37
L002791,C02031,BR012,Business,13-02-2024,1315045.44,7.84,24,Approved,Active,206199.12
L002792,C00504,BR015,Business,06-01-2023,2349401.09,7.43,48,Approved,Closed,698242
L002793,C02119,BR006,Personal,06-04-2023,353865.46,13.25,12,Approved,Active,46887.17
L002794,C02286,BR008,Business,21-09-2024,2370273.37,14.14,24,Pending,Under Review,670313.31
L002795,C01079,BR005,Personal,01-08-2023,343353.97,13.72,48,Approved,Active,188432.66
L002796,C00205,BR008,Personal,12-05-2023,411542.17,9.1,24,Rejected,Rejected,74900.67
L002797,C01333,BR003,Personal,23-05-2023,833203.98,8.38,48,Approved,Active,279289.97
L002798,C01708,BR014,Business,11-03-2025,1830931.58,12.04,36,Approved,Active,661332.49
L002799,C01572,BR012,Auto,08-09-2023,572447.43,13.05,12,Approved,Defaulted,74704.39
L002800,C02609,BR007,Personal,22-06-2025,405171.4,10.45,84,Approved,Defaulted,296382.88
L002801,C00993,BR001,Personal,03-08-2023,290506.62,10.8,12,Approved,Active,31374.71
L002802,C01160,BR004,Home,03-04-2024,1640289.58,11.06,36,Approved,Active,544248.08
L002803,C00921,BR006,Auto,27-12-2024,1026290.9,7.91,48,Rejected,Rejected,324718.44
L002804,C01076,BR012,Education,02-03-2025,527280.51,12.33,240,Rejected,Rejected,1300273.74
L002805,C00857,BR008,Personal,07-06-2023,448005.27,11.09,48,Rejected,Rejected,261993.48
L002806,C02165,BR008,Business,19-03-2025,474827.97,10.1,36,Approved,Active,143872.87
L002807,C01432,BR005,Business,18-03-2025,2361561.26,8.9,120,Approved,Active,2101789.52
L002808,C01243,BR011,Auto,14-03-2025,834983.18,11.74,36,Approved,Active,294081.08
L002809,C00434,BR015,Personal,04-03-2025,335740.33,13.68,120,Approved,Closed,459292.77
L002810,C02872,BR015,Home,26-04-2024,2120770.29,12.33,240,Approved,Active,5229819.54
L002811,C00994,BR009,Business,05-11-2023,993976.78,13.32,24,Approved,Defaulted,264795.41
L002812,C01740,BR003,Auto,16-12-2023,534580.18,10.36,60,Rejected,Rejected,276912.53
L002813,C02731,BR003,Auto,12-12-2023,714150.6,13.21,60,Approved,Active,471696.47
L002814,C01188,BR010,Home,02-10-2025,957094.66,7.89,180,Approved,Active,1132721.53
L002815,C02667,BR007,Home,17-07-2025,2846567.55,8.75,24,Approved,Active,498149.32
L002816,C01447,BR003,Education,16-04-2025,383842.45,13.87,120,Rejected,Rejected,532389.48
L002817,C00453,BR005,Auto,18-07-2023,754821.1,12.43,60,Approved,Closed,469121.31
L002818,C00529,BR004,Home,26-03-2025,2184326,14.45,48,Approved,Active,1262540.43
L002819,C00434,BR015,Business,16-03-2023,1692144.33,13.34,84,Approved,Defaulted,1580124.38
L002820,C00097,BR008,Business,26-03-2025,879934.71,13.62,24,Approved,Defaulted,239694.22
L002821,C02999,BR010,Personal,16-03-2024,892464.46,12.21,12,Approved,Closed,108969.91
L002822,C00370,BR008,Home,01-11-2025,2474167.13,8.89,60,Approved,Active,1099767.29
L002823,C01823,BR008,Business,19-03-2025,1505696.37,13.84,60,Approved,Active,1041941.89
L002824,C02079,BR001,Auto,18-09-2024,420188.16,9.73,84,Approved,Closed,286190.16
L002825,C02188,BR015,Education,07-02-2025,329668.63,8.86,36,Approved,Closed,87625.92
L002826,C02974,BR009,Education,22-10-2025,195068.13,13.07,24,Approved,Active,50990.81
L002827,C00972,BR014,Business,15-01-2023,2447819.9,13.6,36,Rejected,Rejected,998710.52
L002828,C01843,BR012,Home,11-09-2025,2228245.69,9.97,240,Approved,Active,4443121.91
L002829,C01757,BR006,Auto,21-12-2023,1081557.96,9.03,48,Approved,Active,390658.74
L002830,C01730,BR013,Personal,09-09-2023,725549.82,8.29,180,Approved,Closed,902221.2
L002831,C02746,BR012,Personal,27-01-2024,328940.19,12.36,240,Approved,Active,813140.15
L002832,C02772,BR012,Home,05-11-2023,1663374.12,10.37,240,Approved,Active,3449837.92
L002833,C02572,BR005,Personal,10-07-2024,399483,10.58,180,Approved,Active,633979.52
L002834,C00910,BR006,Home,09-02-2024,1636832.9,14.45,180,Approved,Closed,3547835.31
L002835,C01642,BR013,Home,05-08-2024,2879377.28,14.15,60,Approved,Active,2037159.43
L002836,C02643,BR011,Home,17-07-2023,2413023.65,11.68,48,Approved,Active,1127364.65
L002837,C02060,BR009,Home,07-03-2024,2063922.28,8.28,60,Approved,Active,854463.82
L002838,C02995,BR002,Education,15-09-2024,87937.2,10.4,120,Approved,Active,91454.69
L002839,C00509,BR009,Auto,20-12-2023,829476.52,7.85,48,Pending,Under Review,260455.63
L002840,C00196,BR014,Auto,14-01-2024,408222.14,10.18,12,Rejected,Rejected,41557.01
L002841,C00665,BR015,Personal,07-07-2025,871364.81,8.87,120,Approved,Active,772900.59
L002842,C02515,BR006,Business,14-10-2023,1499888.06,11.93,36,Approved,Active,536809.94
L002843,C02413,BR015,Auto,03-12-2023,543615.4,9.8,84,Approved,Active,372920.16
L002844,C02707,BR013,Auto,10-09-2024,167251.12,12.84,120,Rejected,Rejected,214750.44
L002845,C00835,BR012,Education,08-05-2025,292302.7,13.47,24,Approved,Closed,78746.35
L002846,C00522,BR003,Home,09-05-2023,2865859.31,13.13,120,Approved,Defaulted,3762873.27
L002847,C02270,BR008,Home,10-12-2023,1846423.49,11.28,120,Approved,Closed,2082765.7
L002848,C00337,BR008,Personal,26-05-2024,286254.21,8.82,36,Pending,Under Review,75742.86
L002849,C02614,BR006,Personal,29-11-2024,481064.25,10.23,24,Approved,Active,98425.75
L002850,C02017,BR010,Personal,28-01-2024,158527.19,10.33,12,Approved,Active,16375.86
L002851,C02080,BR011,Personal,15-07-2025,739528.24,9.34,120,Approved,Active,690719.38
L002852,C02367,BR002,Auto,13-11-2024,830153.88,12.26,24,Rejected,Rejected,203553.73
L002853,C01155,BR005,Personal,30-06-2023,456410.84,9.89,120,Approved,Closed,451390.32
L002854,C02981,BR010,Business,03-02-2023,1697542.55,7.82,48,Approved,Active,530991.31
L002855,C00130,BR002,Personal,16-04-2024,604956.41,11.25,48,Approved,Closed,272230.38
L002856,C00189,BR008,Auto,05-11-2023,442218.09,7.46,240,Approved,Active,659789.39
L002857,C01363,BR002,Personal,27-10-2024,299156.56,10.33,60,Pending,Under Review,154514.36
L002858,C02521,BR005,Auto,18-08-2024,994712.28,10.71,36,Approved,Closed,319601.06
L002859,C00424,BR015,Home,12-01-2024,2359175.8,13.51,180,Rejected,Rejected,4780869.76
L002860,C00991,BR015,Personal,23-07-2023,479519.22,13.46,36,Rejected,Rejected,193629.86
L002861,C01921,BR004,Home,27-01-2024,1223361.17,11.62,36,Approved,Active,426463.7
L002862,C01113,BR005,Personal,12-05-2023,842130.94,8.31,12,Approved,Active,69981.08
L002863,C02970,BR005,Education,22-06-2023,648694.51,9.63,240,Approved,Closed,1249385.63
L002864,C01375,BR013,Personal,12-05-2024,342507.63,10.79,24,Approved,Active,73913.15
L002865,C02843,BR002,Business,15-09-2025,530598.37,12.38,120,Approved,Closed,656880.78
L002866,C02728,BR005,Personal,03-07-2024,375002.27,14.75,24,Approved,Active,110625.67
L002867,C00799,BR008,Personal,09-07-2023,423183.92,7.89,48,Approved,Active,133556.85
L002868,C01320,BR007,Business,07-05-2024,2454548.05,7.93,48,Rejected,Rejected,778582.64
L002869,C02777,BR011,Personal,30-08-2023,231152.7,8.76,240,Approved,Active,404979.53
L002870,C00971,BR004,Personal,19-06-2025,785835.31,11.09,84,Approved,Active,610043.95
L002871,C01115,BR006,Home,11-07-2025,1892778.8,8.22,12,Approved,Active,155586.42
L002872,C01168,BR006,Business,11-05-2024,1418406.38,13.15,240,Approved,Active,3730408.78
L002873,C01676,BR015,Home,04-04-2024,2511020.95,8.76,12,Approved,Active,219965.44
L002874,C01440,BR002,Business,27-05-2025,2348506.48,13.74,240,Rejected,Rejected,6453695.81
L002875,C02147,BR007,Personal,10-05-2023,583339.24,10.56,48,Approved,Active,246402.49
L002876,C01178,BR008,Personal,28-08-2024,73873.23,9.87,180,Rejected,Rejected,109369.32
L002877,C01322,BR015,Auto,24-02-2025,614088.37,8.58,36,Approved,Active,158066.35
L002878,C02751,BR002,Business,07-04-2025,469137.17,8.99,60,Approved,Active,210877.16
L002879,C02030,BR006,Auto,22-06-2023,278132.5,14.61,48,Approved,Active,162540.63
L002880,C02982,BR004,Home,27-04-2025,1239076.47,7.95,60,Approved,Active,492532.9
L002881,C00153,BR002,Personal,16-10-2024,831114.86,7.53,48,Approved,Closed,250331.8
